celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,celebrity_industry_encoded,is_winner,is_eliminated,eliminated_week,celebrity_homecountry_encoded,avg_score,max_score,min_score,std_score,cv_score,num_weeks_participated,score_trend
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,,,,,,,,,,,,,3,0,1,8.0,0,7.8,10.0,6.0,1.0606601717798212,0.13598207330510528,25,
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,3.0,0,5.111111111111111,6.0,4.0,0.6009252125773316,0.1175723241999127,9,
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,,,,,,,,,,,,,,,,,4,0,1,7.0,0,7.068181818181818,9.0,6.0,0.9423306282759852,0.13332008888792074,22,
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2.0,12,6.0,7.0,5.0,1.0954451150103321,0.18257418583505536,6,
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,,,,,,,,,,,,,,,,,0,0,1,7.0,0,7.357142857142857,9.0,6.0,0.9636241116594315,0.13097803459448584,21,
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,0,0,0,,0,8.86666,11.3333,6.0,1.2429032568671765,0.14017716444153452,30,
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,0,1,0,,0,8.772216666666667,10.0,7.0,1.0004592497459848,0.11404862508100211,30,
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1.0,0,4.666666666666667,5.0,4.0,0.5773502691896258,0.12371791482634839,3,
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,,,,,,,,,1,0,1,9.0,0,7.685177777777778,9.0,6.0,0.8182348456061392,0.1064692150612471,27,
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,4.0,0,7.5,9.0,7.0,0.7977240352174656,0.10636320469566209,12,
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,3.0,0,7.222222222222222,8.0,6.0,0.8333333333333333,0.11538461538461538,9,
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,5.0,0,6.466666666666667,8.0,5.0,0.833809387832792,0.1289395960566173,15,
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,4,0,1,6.0,0,6.277777777777778,7.0,5.0,0.6691131580686884,0.10658439686049904,18,
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,,,,,,,,,,,,,4,0,1,8.0,0,7.041666666666667,9.0,5.0,0.8836272412331317,0.12548552538221988,24,
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,4,0,0,,0,8.127766666666668,11.1666,5.0,1.4386057801130625,0.17699890254146022,30,
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,0,0,0,,13,9.255553333333333,13.0,7.0,1.3259366289359469,0.14325849370460259,30,
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3.0,0,7.555555555555555,8.0,7.0,0.5270462766947299,0.06975612485665543,9,
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,4.0,0,7.583333333333333,8.0,7.0,0.5149286505444373,0.06790267919267305,12,
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,,,,,,,,,,,,,,,,,0,0,1,7.0,0,8.642847619047618,12.6666,7.0,1.681813788627935,0.19459023955501129,21,
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,,,,,,,,,,,,,0,0,1,8.0,0,8.666658333333332,9.6666,7.0,0.7019558600743737,0.0809949848114516,24,
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,,,,,,,,,,,,,0,0,1,8.0,0,7.75,10.0,6.0,1.1131623577819225,0.14363385261702227,24,
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2.0,4,6.166666666666667,7.0,5.0,0.752772652709081,0.12207124097985096,6,
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,1,1,0,,0,9.038883333333334,11.3333,7.0,1.1519378698174394,0.12744249785472458,30,
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,5.0,0,7.133333333333334,8.0,6.0,0.7432233529572065,0.10419018966689811,15,
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,3,0,1,6.0,0,7.333333333333333,8.0,5.0,0.8401680504168059,0.11456837051138262,18,
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,3,0,0,,14,9.516663333333334,13.3333,8.0,1.3634089713259019,0.1432654412130339,30,
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,,,,,,,,,4,0,1,9.0,0,8.907403703703704,10.3333,7.0,0.9743827764209273,0.10939021165233348,27,
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,,,,,,,,,,,,,0,0,1,8.0,9,9.3211,11.1666,8.0,0.9557316943926611,0.10253421746281675,25,
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,0,0,1,6.0,0,8.881578947368421,10.0,7.5,0.8390157140489399,0.09446695447069546,19,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,,,,,,,,,,,,,0,0,1,8.0,0,8.049996,9.5,6.0,1.0197646106986322,0.12667889657319484,25,
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,0,0,0,,0,9.074361290322582,12.0,7.0,1.2800547622862128,0.14106279454084955,31,
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,,,,,,,,,1,0,1,9.0,0,9.12995357142857,11.0,7.0,1.0699664482389821,0.11719297802207373,28,
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,,,,,,,,,1,0,1,9.0,0,9.037689285714285,11.8333,7.5,1.0964763047681372,0.1213226379115863,28,
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,1,0,0,,0,9.468625806451612,12.6666,6.5,1.3763492032590525,0.1453589181147335,31,
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1.0,5,5.666666666666667,6.0,5.5,0.28867513459481287,0.05094267081084933,3,
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,3.0,6,7.777777777777778,8.5,7.0,0.6180165405913052,0.07945926950459638,9,
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,2.0,0,7.166666666666667,7.5,6.5,0.408248290463863,0.056964877739143674,6,
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,3.0,0,7.555555555555555,8.0,7.0,0.39086797998528583,0.05173252676275842,9,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,4.0,0,7.076923076923077,8.0,6.0,0.8378084965689218,0.1183859832108259,13,
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,4,1,0,,0,9.463248387096774,13.3333,7.0,1.4943790763772018,0.1579139651892474,31,
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,0,0,1,9.0,15,7.5,9.0,6.0,0.7467879938056768,0.09957173250742359,27,
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,0,0,0,,0,9.099993333333334,10.0,8.0,0.731873050011635,0.08042566881129236,30,
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,6.0,7.0,5.0,1.0954451150103321,0.18257418583505536,6,
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,1,0,1,6.0,0,6.555555555555555,8.0,6.0,0.683608266069032,0.10427922702747947,18,
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,1,0,1,10.0,0,8.816666666666666,11.0,7.0,1.1101672236054423,0.1259168873654566,30,
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,1,0,0,,0,8.399989999999999,10.0,6.0,0.9535120805881728,0.11351347806225638,30,
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,1,5.0,0,5.533333333333333,7.0,4.0,1.0600988273786194,0.19158412542987097,15,
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,11,0,1,7.0,0,6.309523809523809,7.5,5.0,0.6796357567879738,0.10771585579281096,21,
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,3.0,0,5.666666666666667,6.0,5.0,0.5,0.08823529411764705,9,
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,3,1,0,,0,8.916666666666666,10.0,7.0,0.9292500993416342,0.1042149644121459,30,
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,4.0,3,6.25,7.0,6.0,0.45226701686664544,0.07236272269866327,12,
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,4,0,1,8.0,0,7.166666666666667,8.0,6.0,0.6863049560899463,0.09576348224510879,24,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,4.0,0,6.166666666666667,7.0,5.0,0.7177405625652734,0.11639036149707135,12,
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,,,,,,,,,,,,,0,0,1,8.0,0,8.604166666666666,11.0,7.0,1.1418821863643516,0.13271269962588106,24,
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8.0,8.0,8.0,,8.0,9.0,8.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,9.0,9.0,,8.0,9.0,8.0,,9.5,9.0,9.5,,,,,,,,,,0,0,1,9.0,0,8.851844444444444,10.6666,8.0,0.8375792689619724,0.094622004963909,27,
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,9.3333,9.3333,9.3333,,9.0,8.5,9.0,,9.0,10.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,8.5,,,,,0,0,1,10.0,0,8.29031935483871,10.0,7.0,0.800421170559331,0.09654889471684332,31,
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,0,0,0,,0,9.225479411764708,10.0,8.0,0.6698704120628253,0.07261090531605102,34,0.7721599999999995
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,10.0,,11.3333,9.3333,11.3333,,10.0,10.0,9.5,,9.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,9.5,10.0,10.4444,10.4444,10.4444,,0,1,0,,0,9.230385294117646,11.3333,7.0,1.0106090228421232,0.10948719805728648,34,0.6610800000000001
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6.0,5.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2.0,0,5.833333333333333,6.0,5.0,0.408248290463863,0.06998542122237653,6,
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.3333,8.3333,7.3333,,8.5,8.0,8.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,11,0,1,11.0,0,7.573523529411765,8.8333,6.0,0.7364789124750952,0.0972438930987645,34,1.1499766666666655
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,5.0,0,8.333333333333334,10.0,7.0,0.816496580927726,0.09797958971132711,15,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,8.0,8.0,7.0,,6.0,7.0,7.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,4,0,1,7.0,7,8.380952380952381,10.0,6.0,1.0712698295103096,0.12782196829384376,21,
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,8.0,8.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,10.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,8.5,9.0,9.0,9.3333,9.3333,9.3333,,4,0,0,,3,8.705873529411765,10.0,7.0,0.8449238876637004,0.09705216654126951,34,0.6833100000000005
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5.0,4.0,5.0,,6.0,5.0,6.0,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,3.0,0,5.222222222222222,6.0,4.0,0.6666666666666666,0.1276595744680851,9,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,5.0,5.0,5.0,0.0,0.0,6,
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.5,8.5,9.0,10.0,9.0,9.0,10.0,,,,,,,,,,,,,0,0,1,8.0,0,8.833333333333334,10.0,8.0,0.7111590022187596,0.08050856628891617,30,
